season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
2001,Keon Clark,PF,25,TOR,11,0,9.4,1,2.7,0.367,0,0,,1,2.7,0.367,0.367,1.2,1.8,0.65,0.6,1.5,2.1,0.5,0.2,0.3,0.4,1.5,3.2,9.3,2.2,-3.4,-1,19.8,0.1,0,0.667,103,-2.4,8,0.1,11.6,1.1,9.3,13.7,0.451,19.5,0,0.2,0.073
2001,Chris Childs,PG,33,TOR,12,9,31.7,3.1,7.5,0.411,1.3,3,0.417,1.8,4.5,0.407,0.494,1.7,1.9,0.87,0.2,3,3.2,6.5,1,0.3,2.9,4,9.1,32.2,0.6,-1.2,0,12.1,0.3,0.4,0.256,380,-1.2,0.6,0.2,11.7,1.7,25.9,6.1,0.544,16.7,0.1,0.5,0.062
2001,Rodney Buford,SF,23,PHI,15,0,4.8,0.5,1.6,0.333,0.2,0.4,0.5,0.3,1.2,0.278,0.396,0.1,0.1,1,0.3,0.5,0.8,0.2,0.3,0.1,0.3,1,1.4,7,1.1,-4.2,0.5,11.3,0.1,0.25,0.083,72,-4.6,7.7,-0.1,7.4,3.1,13.9,9.5,0.422,18.4,0,0,0.016
2001,Cedric Ceballos,SF,31,MIA,3,0,5,0.7,2.3,0.286,0,0,,0.7,2.3,0.286,0.286,0.3,0.7,0.5,1,1,2,0.3,0,0,0.3,1,1.7,13.8,0,-9.1,-4.9,24.2,0,0,0.286,15,-4.2,24.6,-0.1,7,0,11.3,24.4,0.317,28.6,0,-0.1,-0.167
2001,Duane Causwell,C,32,MIA,1,0,5,0,1,0,0,0,,0,1,0,0,0,0,,0,3,3,0,0,0,0,1,0,0,0,-10.3,-1.6,72.6,0,0,0,5,-8.7,0,0,-2,0,0,36.6,0,9.6,0,0,-0.151
2001,Sam Cassell,PG,31,MIL,18,18,37.9,6.1,15.4,0.396,0.6,1.7,0.333,5.6,13.8,0.403,0.414,4.7,5.4,0.866,0.7,3.9,4.6,6.7,1.1,0.2,2.9,4.2,17.4,31.2,0.3,-1.5,-1.7,10.8,0.4,0.108,0.349,682,0.2,2,0.8,15.3,1.5,14,6.6,0.49,25.4,0.1,1.2,0.087
2001,Vince Carter,SF,24,TOR,12,12,44.9,10.2,23.3,0.436,2.1,5.1,0.41,8.1,18.3,0.443,0.48,4.8,6.2,0.784,3.1,3.4,6.5,4.7,1.7,1.7,2.3,3.8,27.3,20.5,2.8,7,0.2,9.7,0.5,0.218,0.264,539,6.8,8.1,1.5,23,2,8,8.9,0.523,29.6,1.2,2,0.178
2001,Anthony Carter,PG,25,MIA,3,1,23,3,6.3,0.474,0,0.3,0,3,6,0.5,0.474,0,0,,0,2,2,3.7,0.7,0.3,3.3,3,6,32.7,1.1,-5.9,-0.9,10.5,0,0.053,0,69,-5,0,-0.2,5,1.6,34.5,5.3,0.474,20.3,-0.1,-0.2,-0.15
2001,Elden Campbell,PF,32,CHH,10,10,28.7,4.2,10.6,0.396,0,0,,4.2,10.6,0.396,0.396,3.7,4.9,0.755,2.7,5.2,7.9,0.7,0.5,1.1,1.7,3.7,12.1,4.4,3.1,-3.3,-0.8,21.5,0.5,0,0.462,287,-2.5,10.4,0.1,14.2,0.9,11.8,15.7,0.474,23.2,-0.1,0.6,0.1
2001,Marcus Camby,C,26,NYK,4,4,35.3,2.5,6.5,0.385,0,0,,2.5,6.5,0.385,0.385,1.3,3.3,0.385,1,7,8,1.8,0.5,2.3,0.5,4.5,6.3,7.9,4.5,0.3,2.5,23.4,0.2,0,0.5,141,-2.3,3.9,0,9.1,0.8,5.9,14.4,0.394,11.9,0.1,0.2,0.058
2001,Jason Caffey,PF,27,MIL,18,0,16.5,1.3,3.5,0.381,0,0,,1.3,3.5,0.381,0.381,1.1,1.7,0.645,1.7,2.4,4.1,0.8,0.2,0.3,0.8,2.4,3.8,7.3,1.2,-4.8,-1.6,15,0.2,0,0.492,297,-3.2,11.9,0.1,8.3,0.5,16.4,13.6,0.444,14.3,-0.2,0.3,0.041
2001,Scott Burrell,SF,30,CHH,2,0,6,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0.5,1,0.5,0,1.5,1.5,0.5,1,0,0,0,2.5,15.4,0,16.9,11.3,29.6,0,0.333,0.667,12,5.5,0,0,30.6,9,0,14.3,0.644,14.9,0.1,0.1,0.358
2001,Jumaine Jones,SF,21,PHI,23,14,19.4,2.3,5.4,0.416,0.3,1.4,0.25,1.9,4,0.473,0.448,0.7,0.9,0.714,1.5,2.1,3.7,0.7,0.4,0.5,0.6,1.4,5.5,6.4,1.9,-0.5,-0.1,12.7,0.3,0.256,0.168,447,-0.4,8.7,0.3,11.9,1.2,9.4,10.7,0.473,15.2,0.2,0.6,0.068
2001,Travis Knight,C,26,NYK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,0,-630.4,123,0,0,,,1,-753.3,0,0,-19.5,0,,0,,0,0,0,0.015
2001,Jason Kidd,PG,27,PHO,4,4,41.5,5.5,17.3,0.319,1,4.3,0.235,4.5,13,0.346,0.348,2.3,3,0.75,2.3,3.8,6,13.3,2,0,3,3.3,14.3,55.4,0,3.5,1,9.3,0.2,0.246,0.174,166,2.5,5.3,0,15.3,2.4,13.9,7.3,0.384,22,0.2,0.1,0.038
2001,Daniel Santiago,C,24,PHO,1,0,12,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,4,5,0,0,2,1,2,2,0,11.3,-5.1,2.3,34.2,0,0,0,12,-7.5,8.2,0,10.5,0,33.3,20.9,0.5,10.6,0,0,0.055
2001,John Starks,SG,35,UTA,3,0,12,1.3,4,0.333,0.3,1.3,0.25,1,2.7,0.375,0.375,0.7,0.7,1,0,1,1,0.3,0.3,0.3,0.7,1.7,3.7,4.8,2.5,-4.6,0.8,10.2,0,0.333,0.167,36,-5.4,0,-0.1,4.5,1.5,13.4,5,0.427,19.6,0,0,-0.057
2001,Latrell Sprewell,SF,30,NYK,5,5,42.4,7,17.2,0.407,0.6,2.8,0.214,6.4,14.4,0.444,0.424,3.8,5,0.76,0.6,2.4,3,3.4,1,0.2,4,3.4,18.4,15.1,0.3,-4.3,-1.8,6.7,0.1,0.163,0.291,212,-2.5,2,-0.3,10,1.3,17.1,4.5,0.474,27.5,-0.1,-0.2,-0.035
2001,Felton Spencer,C,33,NYK,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,0,-16.4,-0.9,0,0,,,4,-15.5,0,0,-9.7,0,,0,,0,0,0,0.005
2001,Eric Snow,PG,27,PHI,23,9,31.2,3.8,9.1,0.414,0,0.3,0,3.8,8.8,0.429,0.414,1.7,2.4,0.727,1.1,2.6,3.7,4.5,1.2,0.1,2,2.7,9.3,24.8,0.2,-2,0.1,9.7,0.4,0.033,0.262,717,-2.1,4,0.1,11.8,2.1,16.1,6.8,0.457,17.9,0,0.6,0.038
2001,Steve Smith,SG,31,POR,3,3,40.7,5.3,11.3,0.471,1.3,3.7,0.364,4,7.7,0.522,0.529,5,5.3,0.938,1.7,2.7,4.3,2.3,0.7,0.3,3.3,1,17,10.7,0.6,1.4,-1,7.4,-0.1,0.324,0.471,122,2.4,4.5,0.2,14.7,0.9,19.6,5.9,0.621,19.5,0.1,0.1,0.042
2001,Reggie Slater,PF,30,MIN,4,0,13,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,0.3,0.5,0.5,1.3,2.3,3.5,0,0.5,0.8,0.8,3.8,3.3,0,4.7,-7.6,0,20,0.1,0,0.125,52,-7.5,10.5,-0.1,5.7,2.1,15.1,15.1,0.385,18,-0.1,0,-0.001
2001,Brian Shaw,SG,34,LAL,16,0,18.1,1.7,4.5,0.375,0.6,1.8,0.345,1.1,2.7,0.395,0.444,0.4,0.6,0.667,0.6,2.8,3.4,2.7,0.6,0.1,1,2.3,4.4,21.2,0.3,0.1,1.2,16.4,0.5,0.403,0.125,290,-1,3.8,0.2,10.4,1.8,17.4,10.3,0.461,14,0.2,0.7,0.111
2001,Shawnelle Scott,C,28,SAS,7,0,1.9,0.1,0.6,0.25,0,0.3,0,0.1,0.3,0.5,0.25,0.1,0.1,1,0,0.3,0.3,0,0,0,0.4,0.3,0.4,0,0,-19.8,-3.3,15.9,0,0.5,0.25,13,-16.4,0,-0.1,-11.5,0,40.3,8.3,0.338,27,-0.1,-0.1,-0.394
2001,Detlef Schrempf,SF,38,POR,3,0,10.7,1.3,2,0.667,0.7,1,0.667,0.7,1,0.667,0.833,1.3,2,0.667,0,1.7,1.7,0.3,0,0,0.7,1,4.7,5.8,0,2.8,0.7,17.6,0,0.5,1,32,2,0,0.1,15.4,0,18.8,8.7,0.81,15.5,0,0.1,0.12
2001,Arvydas Sabonis,C,36,POR,3,3,34.7,4.7,9.7,0.483,0,0.7,0,4.7,9,0.519,0.483,2,2.7,0.75,2.7,5.7,8.3,2.7,0.3,2.3,0.7,4,11.3,14.5,4.9,3.5,1.9,18.4,0,0.069,0.276,104,1.6,8.5,0.2,17.1,0.5,5.8,13.4,0.523,15.5,0.1,0.2,0.108
2001,Michael Stewart,C,25,TOR,2,0,2,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0.5,0,0.5,0,0,0,0,0,0,0,0,-12.8,-8.6,0,0,0,0,4,-4.1,29.6,0,0,0,0,15.4,0,11.7,0,0,-0.153
2001,Bryon Russell,SF,30,UTA,5,5,42.8,5,11.2,0.446,2,4.4,0.455,3,6.8,0.441,0.536,2.2,2.4,0.917,0.8,6.4,7.2,3,0.6,0.2,0.4,2.6,14.2,12.3,0.4,3.6,0.9,18.3,0.1,0.393,0.214,214,2.7,2.2,0.5,14.7,0.8,3.2,10,0.579,14,0.3,0.6,0.136
2001,Malik Rose,PF,26,SAS,13,0,16.5,1.8,4.2,0.418,0.1,0.2,0.333,1.7,4,0.423,0.427,1.3,1.5,0.85,1.2,2.5,3.8,0.3,0.2,0.1,0.8,2.9,4.9,3.2,0.3,-4,0,15.8,0.2,0.055,0.364,215,-3.9,8.4,0.1,8.7,0.7,13.6,12.3,0.502,16.2,-0.1,0.3,0.074
2001,Jalen Rose,SF,28,IND,4,4,41,7.5,19.8,0.38,1.3,4,0.313,6.3,15.8,0.397,0.411,1.8,1.8,1,0.8,3.8,4.5,2.8,1.5,0.3,2.3,4.5,18,13.4,0.4,-2,-0.8,10.3,0.1,0.203,0.089,164,-1.2,2,-0.2,10.2,2,9.9,6.1,0.439,25.9,0,-0.1,-0.028
2001,Rodney Rogers,SF,29,PHO,4,0,20.5,3,10,0.3,0.5,2.5,0.2,2.5,7.5,0.333,0.325,2.3,3.5,0.643,0.8,2.8,3.5,0.5,0.5,0.8,1.3,4,8.8,4.3,2.5,-6.4,-0.6,13.8,0.1,0.25,0.35,82,-5.7,3.6,-0.2,4.8,1.2,9.8,8.6,0.379,26.4,-0.1,-0.1,-0.077
2001,Glenn Robinson,SF,28,MIL,18,18,38.2,7.7,17.9,0.429,1.3,3.4,0.387,6.3,14.4,0.438,0.466,2.8,3.1,0.893,1.4,5,6.4,3.3,0.6,1.3,2.6,2.4,19.4,16.7,2.4,1.6,-1.1,13.6,0.5,0.193,0.174,687,2.6,4.3,0.6,16.9,0.9,11.7,9.2,0.505,26.5,0.6,1.2,0.081
2001,Eddie Robinson,SF,24,CHH,10,0,19.2,3.1,6,0.517,0.1,0.3,0.333,3,5.7,0.526,0.525,0.6,0.6,1,0.9,2.4,3.3,0.9,0.4,0.4,0.5,1.2,6.9,8.6,1.7,1.1,0.4,14.8,0.2,0.05,0.1,192,0.7,5.2,0.3,15.4,1.1,7.4,9.8,0.551,16.3,0.2,0.6,0.145
2001,David Robinson,C,35,SAS,13,13,31.5,5.8,12.2,0.472,0,0.1,0,5.8,12.2,0.475,0.472,5.1,7.3,0.695,3,8.8,11.8,1.7,1.3,2.4,2.2,3.2,16.6,10.5,5.1,6.5,3.6,28.7,1,0.006,0.597,409,3,10.7,0.7,24.5,2.2,12.2,20.1,0.538,26.4,0.9,1.8,0.207
2001,Clifford Robinson,PF,34,PHO,4,4,28.5,5.3,12.5,0.42,1,4,0.25,4.3,8.5,0.5,0.46,3.5,5.5,0.636,1.5,2.5,4,1,1.5,0.5,2.3,3.5,15,6.7,1.2,2,1.5,9,0.1,0.32,0.44,114,0.5,5.2,0,13.3,2.6,13.1,7.1,0.503,25.5,0.1,0.1,0.046
2001,Glen Rice,SF,33,NYK,5,0,28.8,4.8,10.4,0.462,1.2,2.8,0.429,3.6,7.6,0.474,0.519,1.4,1.6,0.875,0.6,3.8,4.4,0.6,0.6,0.2,1.4,2,12.2,3.9,0.5,0.2,-0.6,15.5,0.1,0.269,0.154,144,0.8,2.9,0.1,13.9,1.1,11.2,9.7,0.549,21.6,0.1,0.2,0.083
2001,DeShawn Stevenson,SG,19,UTA,1,0,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,0,0,0,1,0,2,0,0,-11.2,-4.2,15.3,0,0,0,8,-7.1,0,0,1.1,0,33.3,7.4,0.5,17.8,0,0,-0.178
2001,John Stockton,PG,38,UTA,5,5,37.2,3.4,7.4,0.459,0,1.6,0,3.4,5.8,0.586,0.459,3,4.2,0.714,2.2,3.4,5.6,11.4,2,0.6,1.4,3.8,9.8,51.4,1.4,8.4,3.1,11.2,0.1,0.216,0.568,186,5.3,6.8,0.6,21.9,3,13.1,8.9,0.53,13.6,0.5,0.8,0.202
2001,Eldridge Recasner,PG,33,CHH,2,0,4.5,0,0.5,0,0,0,,0,0.5,0,0,1.5,2,0.75,0,0.5,0.5,1,0,0,0.5,0,1.5,31.5,0,0.5,0.1,13.2,0,0,4,9,0.4,0,0,13.6,0,26.6,6.3,0.543,19.3,0,0,0.073
2001,Samaki Walker,PF,24,SAS,12,0,6.3,0.4,1.3,0.333,0,0,,0.4,1.3,0.333,0.333,0.3,0.7,0.5,0.4,0.8,1.2,0.3,0.1,0.1,0.1,1,1.2,6.3,0.9,-3.7,0.3,12.2,0.1,0,0.533,76,-4,7.4,0,5.7,0.7,5.1,9.9,0.378,12.1,0,0.1,0.038
2001,Wang Zhizhi,C,23,DAL,5,0,4.6,0.6,1.6,0.375,0.2,0.4,0.5,0.4,1.2,0.333,0.438,0.6,0.6,1,0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,2,8,3.3,2.9,1.6,10.1,0,0.25,0.375,23,1.3,0,0,16.3,2.4,9.7,4.8,0.536,20.8,0,0,0.099
2001,Scott Williams,C,32,MIL,17,17,22.2,3.5,7.1,0.492,0,0,,3.5,7.1,0.492,0.492,0.9,1.6,0.571,2.6,4.5,7.2,0.7,0.6,1.4,0.7,3.4,7.9,5.6,4.4,0.1,0.5,21.2,0.6,0,0.233,378,-0.4,13.6,0.6,17.6,1.6,8.3,17.6,0.506,17.7,0.2,1.2,0.151
2001,Jerome Williams,PF,27,TOR,11,0,14.9,1.1,2.2,0.5,0,0,,1.1,2.2,0.5,0.5,1,2,0.5,1.8,2.3,4.1,0.8,0.9,0.5,0.5,2.1,3.2,8.3,2.8,1.3,1.5,19.5,0.3,0,0.917,164,-0.2,14.4,0.2,15.1,3.4,15.1,16.8,0.52,11.4,0.1,0.5,0.148
2001,Jason Williams,PG,25,SAC,8,8,23.9,3.3,7.6,0.426,1.4,3.8,0.367,1.9,3.9,0.484,0.516,0.9,0.9,1,0,2.3,2.3,2.9,1,0,2.6,1.8,8.8,20.6,0,-0.5,0.6,9.7,0.2,0.492,0.115,191,-1.1,0,-0.1,10.4,2.1,24.7,4.8,0.546,18.6,0.1,0.2,0.042
2001,Alvin Williams,SG,26,TOR,12,12,40.5,5.8,13.3,0.431,0.8,2.3,0.357,4.9,11,0.447,0.463,1.4,2.1,0.68,0.5,2.4,2.9,4.2,1.3,0.7,1.3,2.8,13.8,17.4,1.2,-1.1,-0.3,7.6,0.3,0.175,0.156,486,-0.8,1.5,0.4,12.4,1.7,8.6,4.4,0.482,18.1,0.1,0.7,0.068
2001,David Wesley,SG,30,CHH,10,10,39.4,6.3,13.4,0.47,1.3,3.3,0.394,5,10.1,0.495,0.519,3.1,4.1,0.756,0.4,2.6,3,3.9,1.6,0.1,1.4,2.8,17,18.1,0.2,2.3,1.4,7.8,0.4,0.246,0.306,394,0.9,1.1,0.9,16.7,2.2,8.4,4.4,0.559,19.4,0.4,1.3,0.164
2001,Chris Webber,PF,27,SAC,8,8,43.5,9.5,24.5,0.388,0,0.1,0,9.5,24.4,0.39,0.388,4.3,6.1,0.694,4.3,7.3,11.5,3.1,1.1,1,3.9,3.6,23.3,14.3,1.6,0.1,-1,17.2,0.5,0.005,0.25,348,1.1,9.9,-0.3,14.6,1.3,12.5,13.5,0.427,29.8,0.2,0.2,0.028
2001,Charlie Ward,PG,30,NYK,5,0,17.2,1.6,5.4,0.296,0.6,2.4,0.25,1,3,0.333,0.352,1.2,1.2,1,0.4,1,1.4,1.4,0.4,0,1.6,1.6,5,13.5,0,-6.9,-2.6,6.8,0,0.444,0.222,86,-4.3,3.2,-0.2,4.7,1.3,21.3,5.2,0.422,21.8,-0.1,-0.1,-0.08
2001,Rasheed Wallace,PF,26,POR,3,3,42.7,6.3,17,0.373,1.3,3.7,0.364,5,13.3,0.375,0.412,2.7,4.7,0.571,1.7,6.3,8,2.3,0.3,1,1.3,3,16.7,10.6,1.7,-1.1,-1.5,16.7,0,0.216,0.275,128,0.4,4.3,-0.1,11.7,0.4,6.5,10.4,0.437,22.3,0,-0.1,-0.028
2001,Jacque Vaughn,PG,25,UTA,5,0,11.4,0.2,2,0.1,0.2,0.4,0.5,0,1.6,0,0.15,0,0,,0,0.4,0.4,1.6,0,0.2,0.2,2.6,0.6,20.9,1.6,-10.7,-2,4.3,0,0.2,0,57,-8.7,0,-0.1,-2.8,0,9.1,2.1,0.15,9.1,-0.1,-0.1,-0.103
2001,Peja Stojakovi?,SF,23,SAC,8,8,38.4,6.5,16,0.406,1.1,3.3,0.346,5.4,12.8,0.422,0.441,7.5,7.8,0.968,2.1,4.3,6.4,0.4,0.6,0.4,2.3,2.1,21.6,1.8,0.7,2.7,-0.6,11.4,0.3,0.203,0.484,307,3.3,5.6,0.8,17.2,0.8,10.4,8.5,0.557,23.5,0.4,1.1,0.165
2001,Hedo T?rko?lu,SF,21,SAC,8,0,17.6,2.5,5.8,0.435,1,1.8,0.571,1.5,4,0.375,0.522,1.5,1.5,1,0.9,2.6,3.5,1.4,0.4,0.1,0.8,2.3,7.5,13.5,0.5,4.7,1.9,15.4,0.2,0.304,0.261,141,2.8,5,0.4,15.8,1.1,10.5,10.2,0.585,16.9,0.2,0.6,0.189
2001,Jake Tsakalidis,C,21,PHO,4,4,18.8,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,0,0,,2.5,4.5,7,0,0,1.8,0.3,2.8,3,0,6.3,-2.6,0.9,24.6,0.1,0,0,75,-3.5,13.1,0,10.1,0,5.9,18.8,0.375,9.6,0,0.1,0.082
2001,Otis Thorpe,PF,38,CHH,8,0,7.1,0.3,1.1,0.222,0,0,,0.3,1.1,0.222,0.222,0,0,,0.8,1.4,2.1,0,0,0,0.3,1,0.5,0,0,-10.3,-2.6,22.9,0.1,0,0,57,-7.8,11.6,-0.1,1,0,18.2,17,0.222,8.9,-0.1,0,-0.023
2001,Tim Thomas,PF,23,MIL,18,0,26.6,3.6,7.9,0.448,1.2,2.8,0.431,2.3,5.1,0.457,0.524,2.9,3.6,0.815,1.2,3.3,4.5,1.6,0.5,0.6,1.2,2.9,11.3,10.2,1.5,2.3,-0.2,12.8,0.3,0.357,0.455,479,2.5,5.3,1.2,16.2,1,10.9,9.2,0.591,18.7,0.5,1.6,0.156
2001,Kurt Thomas,PF,28,NYK,5,5,37.2,5,9.4,0.532,0,0,,5,9.4,0.532,0.532,4.4,6.2,0.71,3.4,7.8,11.2,1.8,0.4,1,1.8,5.2,14.4,8.6,1.9,2.8,1.2,24.7,0.2,0,0.66,186,1.6,12.6,0.5,18.1,0.6,12.9,19.1,0.594,18.7,0.2,0.7,0.193
2001,?an Tabak,C,30,IND,2,2,5,0,2,0,0,0,,0,2,0,0,0.5,1,0.5,1.5,0,1.5,0,0,0,0,1,0.5,0,0,-20.3,-12.1,0,0,0,0.5,10,-8.2,32.4,-0.1,-5,0,0,16.6,0.102,22.7,0,-0.1,-0.292
2001,Wally Szczerbiak,SF,23,MIN,4,4,35.8,4.5,9.3,0.486,0,0.3,0,4.5,9,0.5,0.486,5,6.3,0.8,1,3.5,4.5,2.5,1.3,0.8,3,1.5,14,13.6,1.7,2.4,0.8,11.3,0.2,0.027,0.676,143,1.5,3.1,0.1,15,1.9,20,7.1,0.583,19.8,0.2,0.3,0.096
2001,Rod Strickland,PG,34,POR,2,0,9.5,1,3,0.333,0,0,,1,3,0.333,0.333,2,3,0.667,1,1,2,1,1,0,0.5,0.5,4,18.8,0,5.1,3.3,11.8,0,0,1,19,1.8,11.6,0,20.8,5.5,10.4,11.7,0.463,23.7,0,0,0.093
2001,Damon Stoudamire,PG,27,POR,3,3,38,6.3,15.3,0.413,0.7,4.3,0.154,5.7,11,0.515,0.435,4.3,4.3,1,0.3,2.7,3,4.3,0.7,0.3,3,2,17.7,22.8,0.6,-0.5,-1.2,7.9,-0.1,0.283,0.283,114,0.7,1,0,14,0.9,14.8,4.4,0.512,24.9,0,0,-0.011
2001,Don Reid,PF,27,ORL,3,0,8.3,1.3,1.7,0.8,0,0.3,0,1.3,1.3,1,0.8,0.7,2,0.333,1.7,2,3.7,0,0.3,0.7,0.7,3,3.3,0,5.5,-3.7,0.7,24.8,0,0.2,1.2,25,-4.4,20,0,18.4,2.1,20.7,22.3,0.654,17,0,0.1,0.14
2001,Monty Williams,SF,29,ORL,3,0,4.7,1,1.3,0.75,0,0,,1,1.3,0.75,0.75,0.3,1,0.333,1.3,0.7,2,0,0,0.7,0.3,0.7,2.3,0,9.9,6.5,0.3,14.7,0,0,0.75,14,6.2,28.6,0.1,28.3,0,15.8,21.8,0.658,19.9,0,0.1,0.178
2001,Joel Przybilla,C,21,MIL,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,-5.5,-1.8,0,0,,,2,-3.7,0,0,0,0,,0,,0,0,0,-0.021
2001,Donyell Marshall,SF,27,UTA,5,5,32,4.4,10.8,0.407,0.2,1.6,0.125,4.2,9.2,0.457,0.417,1.4,1.8,0.778,2.6,5,7.6,1.6,0.4,1,1.8,3.8,10.4,9.1,2.8,-1.9,-0.6,19.1,0.1,0.148,0.167,160,-1.3,9.4,-0.1,10.6,0.7,13.4,14.1,0.449,19.8,0,0,0.01
2001,Reggie Miller,SG,35,IND,4,4,44.3,10.3,22.5,0.456,3.8,8.8,0.429,6.5,13.8,0.473,0.539,7,7.5,0.933,1.8,3.3,5,2.5,0.8,0.5,2.8,0.8,31.3,12.5,0.8,9.4,0,8.3,0,0.389,0.333,177,9.4,4.3,0.7,24.6,0.9,9.6,6.2,0.606,30.1,0.5,0.7,0.188
2001,Mike Miller,SF,20,ORL,4,4,28,4.8,12,0.396,1.8,4.5,0.389,3,7.5,0.4,0.469,0.8,1,0.75,1.3,3.3,4.5,1.8,0,0.8,0.8,3.3,12,10,1.9,-2.2,-2.3,12,-0.1,0.375,0.083,112,0.1,4.5,0.1,12.5,0,5.7,8.2,0.482,20.8,0,0,0.017
2001,Aaron McKie,SG,28,PHI,23,16,38.8,5.4,13.1,0.415,1.2,2.8,0.422,4.3,10.3,0.414,0.46,2.6,3.3,0.787,1,4.1,5.2,5.3,1.5,0.1,2,2.9,14.6,24,0.3,1.9,1,12.3,0.6,0.213,0.249,892,0.9,3,1.2,15.4,2.1,12.1,7.6,0.503,19.6,0.9,1.9,0.1
2001,Derrick McKey,SF,34,IND,4,0,8.8,0.5,1.3,0.4,0.3,0.3,1,0.3,1,0.25,0.5,0.3,0.5,0.5,1,1.3,2.3,1,0.3,0,0.3,1.8,1.5,18.3,0,1.9,2.5,16.1,0,0.2,0.4,35,-0.6,12.3,0.1,11.3,1.6,14.5,14.2,0.51,9.2,0,0.1,0.125
2001,Tracy McGrady,SG,21,ORL,4,4,44.5,12.8,30.8,0.415,0.5,2.5,0.2,12.3,28.3,0.434,0.423,7.8,9.5,0.816,1.5,5,6.5,8.3,1.8,1.3,2,2.8,33.8,36.7,1.9,8.1,0.7,11.6,0,0.081,0.309,178,7.4,3.4,0.5,26.8,2,5.4,7.4,0.483,36.6,0.4,0.5,0.138
2001,Vernon Maxwell,PG,35,DAL,4,0,10.8,0.5,2.5,0.2,0,1.3,0,0.5,1.3,0.4,0.2,0,0,,0.3,1.3,1.5,1.3,0,0,0.5,1.5,1,18.6,0,-8.7,-1.3,13.5,0,0.5,0,43,-7.5,2.5,-0.1,-1.2,0,16.7,7.7,0.2,12.9,-0.1,-0.1,-0.146
2001,Anthony Mason,PF,34,MIA,3,3,32.7,1.7,4.3,0.385,0,0.3,0,1.7,4,0.417,0.385,2,2,1,0.3,2.7,3,1.3,0.3,0,2.3,2,5.3,7.2,0,-6.3,-2.1,9.9,0,0.077,0.462,98,-4.2,1.3,-0.1,3.1,0.5,30.9,5.6,0.512,11.1,-0.1,-0.2,-0.079
2001,Jamal Mashburn,SF,28,CHH,10,10,41.9,8.4,20.8,0.404,0.7,2.1,0.333,7.7,18.7,0.412,0.421,7.4,8.8,0.841,1.8,4.4,6.2,5.7,1.2,0.3,3,2.4,24.9,26.9,0.6,3.6,0.2,12.4,0.5,0.101,0.423,419,3.5,4.7,0.9,20.7,1.6,10.8,8.5,0.505,30.5,0.6,1.4,0.155
2001,Darrick Martin,PG,29,SAC,2,0,4.5,0,3,0,0,1,0,0,2,0,0,0,0,,0,0,0,1.5,0,0,0.5,0.5,0,46.2,0,-29,-10.7,0,0,0.333,0,9,-18.3,0,-0.1,-20.4,0,14.3,0,0,32.4,-0.1,-0.1,-0.657
2001,Shawn Marion,SF,22,PHO,4,4,34.8,5.8,15.5,0.371,0.3,0.3,1,5.5,15.3,0.361,0.379,3,3.5,0.857,2.5,5.8,8.3,0.8,1.5,1.5,1.5,3.3,14.8,4,2.9,-0.1,0.6,17,0.2,0.016,0.226,139,-0.6,7.1,-0.1,13,2.2,8.1,11.9,0.433,22.6,0.1,0.1,0.049
2001,Eric Montross,C,29,TOR,5,0,6.2,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0,,1,1,2,0.2,0,0.6,0.4,1.2,0.8,4.8,7.3,-7.3,-1.9,20.6,0,0,0,31,-5.4,19.1,0,8.7,0,28.6,19.8,0.4,10.6,0,0,0.038
2001,Danny Manning,PF,34,UTA,5,0,19.2,3.8,6.8,0.559,0.4,0.4,1,3.4,6.4,0.531,0.588,1.8,2.4,0.75,0.4,1.8,2.2,0.6,0.6,0.8,1.4,4.2,9.8,6.4,3.7,1.4,2.2,11.5,0.1,0.059,0.353,96,-0.8,2.4,0.1,15,1.7,15.1,6.8,0.624,22.8,0.1,0.2,0.097
